Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
ANTH,ANTH019: Islam: Tradition and Transformation,,,5,1,Signup to reveal
ANTH,ANTH020: Primate Evolution and Ecology,,SCI,27,10,Signup to reveal
ANTH,ANTH021: The Aztecs,,"SOC, NW",22,6,Signup to reveal
ANTH,"ANTH022: Olmecs, Maya, and Toltecs: Ancient Civilizations of Mesoamerica",,"INT, SOC, NW",13,2,Signup to reveal
ANTH,ANTH023: The Incas,,,3,1,Signup to reveal
ANTH,ANTH024: Early Civilizations of the Andes,,,20,2,Signup to reveal
ANTH,ANTH025.01: Primate Biomechanics,,SCI,0,0,Signup to reveal
ANTH,ANTH025: Primate Biomechanics,,"SOC, NW, SCI",5,3,Signup to reveal
ANTH,ANTH026: Gender and Global Health,,,4,1,Signup to reveal
ANTH,ANTH027: Economic Anthropology in a Changing World,,"INT, SOC, NW",9,7,Signup to reveal
ANTH,ANTH028: Ethnography of Violence,,"INT, SOC, NW",0,1,Signup to reveal
ANTH,ANTH029: Landscape Archaeology,,SOC,0,0,Signup to reveal
ANTH,ANTH030: Hunters and Gatherers,,,2,2,Signup to reveal
ANTH,ANTH031: Gender in Cross-Cultural Perspective,,"INT, SOC, CI",7,9,Signup to reveal
ANTH,ANTH032: Anthropology of Tibet and the Himalayas,,"SOC, NW",6,-1,Signup to reveal
ANTH,ANTH033: The Global Caribbean,,"SOC, NW",8,3,Signup to reveal
ANTH,ANTH034: Comparative Perspectives on the U.S.-Mexican Borderlands,,"SOC, CI",5,1,Signup to reveal
ANTH,ANTH035: Maya Indians Under Mexican and Guatemalan Rule,,,6,2,Signup to reveal
ANTH,"ANTH036: Contemporary Africa: Exploring Myths, Engaging Realities",,"INT, SOC, CI",17,9,Signup to reveal
ANTH,ANTH037: Legacies of Conquest: Latin America,,"SOC, CI",13,5,Signup to reveal
ANTH,ANTH038: Human Behavioral Ecology,,,32,3,Signup to reveal
ANTH,ANTH039: Archaeology of the Middle East,,"INT, SOC, NW",3,6,Signup to reveal
ANTH,ANTH040: Human Functional Anatomy,,SLA,2,4,Signup to reveal
ANTH,ANTH041: Human Evolution,,SCI,10,23,Signup to reveal
ANTH,ANTH042: Medical Gross Anatomy: Scars of Human Evolution,,SLA,7,3,Signup to reveal
ANTH,ANTH043: Human Osteology,,SLA,15,5,Signup to reveal
ANTH,"ANTH044: Language, Gender & Sexuality",,SOC,8,2,Signup to reveal
ANTH,ANTH045: Asian Medical Systems,,"SOC, NW",1,1,Signup to reveal
ANTH,ANTH047: Alaska: American Dreams and Native Realities,,"SOC, CI",0,0,Signup to reveal
ANTH,ANTH048: From the Sacred to Salvation: The Place of Religion in Human Societies,,"INT, NW, TMV",21,2,Signup to reveal
ANTH,"ANTH049: Environment, Culture, and Sustainability",,"INT, SOC, W",8,5,Signup to reveal
ANTH,"ANTH050.02: Religion, Reason and Reform in Morocco",,,0,0,Signup to reveal
ANTH,ANTH050.03: Digital Archaeology,,TAS,2,-3,Signup to reveal
ANTH,ANTH050.04: Digital Heritage: Global Politics and Practices,,"SOC, CI",0,0,Signup to reveal
ANTH,ANTH050.05: Environmental Archaeology,,"SCI, SLA",4,-3,Signup to reveal
ANTH,ANTH050.06: HIV/AIDS Through a Biosocial Lens: 30 Years of a Modern Plague,,,0,0,Signup to reveal
ANTH,ANTH050.08: Politics of Language in Modern Japan,,,0,0,Signup to reveal
ANTH,ANTH050.09: Language and Power,,"INT, SOC",0,1,Signup to reveal
ANTH,ANTH050.10: Anthropology of War and Peace,,,0,0,Signup to reveal
ANTH,ANTH050.16: Anthropology of Science,,,0,0,Signup to reveal
ANTH,ANTH050.17: Rites of Passage: The Biology and Culture of Life's Transitions,,"SOC, CI",2,8,Signup to reveal
ANTH,ANTH050.18: Anthropocene Imaginaries,,,0,0,Signup to reveal
ANTH,ANTH050.19: Circumpolar Archaeology and Environments,,"SOC, NW",0,0,Signup to reveal
ANTH,ANTH050.20: The Poetics and Politics of Sounds and Words,,"INT, SOC",0,0,Signup to reveal
ANTH,ANTH050.21: Filmmaking and Visual Culture,,"SOC, NW",0,3,Signup to reveal
ANTH,"ANTH050.22: Sovereignty, Race, and Rights",,"INT, SOC, NW",0,0,Signup to reveal
ANTH,"ANTH050.23: DNA, Identity, and Power",,SOC,2,1,Signup to reveal
ANTH,ANTH050.24: Cultures of Media Mid East,,"SOC, NW",0,0,Signup to reveal
ANTH,"ANTH050.25: Law, Power & Society",,SOC,0,0,Signup to reveal
ANTH,"ANTH050.26: Art and Activism in the Americas: Performance, Protest, and the Social Imagination",,SOC,0,0,Signup to reveal
ANTH,ANTH050.27: Killing Time: Immortality and the Arts of Tomorrow,,,1,1,Signup to reveal
ANTH,ANTH050.28: Racial Geographies: Race and the Politics of Place,,"SOC, CI",0,1,Signup to reveal
ANTH,"ANTH050.29: Paleogenomics-Ancient Human Health, Migration, and Diversity",,SCI,0,0,Signup to reveal
ANTH,ANTH050.30: Human and Comparative Gross Anatomy,,SLA,0,1,Signup to reveal
ANTH,"ANTH050.31: Humanistic Medicine: Cultivating Compassion in Healers, Patients, and Cultures of Care",,,0,4,Signup to reveal
ANTH,ANTH050.32: IndigenousReligionsAmericas,,"TMV, CI",0,0,Signup to reveal
ANTH,ANTH050.33: Cartographic Encounters: Mapping Across Cultures,,"INT, NW, TMV",0,0,Signup to reveal
ANTH,ANTH050.34: Peoples of Oceania,,"INT, SOC, NW",6,22,Signup to reveal
ANTH,ANTH050.35: The World Turned Upside Down: An Indigenous History of the Andes after the Spanish Invasion,,,0,0,Signup to reveal
ANTH,"ANTH050.36: Anthropology and Narrative: Life History, Oral History, and the Ethnographer’s Story",,"SOC, CI",0,0,Signup to reveal
ANTH,ANTH050.37: Archaeologies of Religion,,"INT, SOC, NW",2,2,Signup to reveal
ANTH,ANTH050.38: Social Lives of Energy: Energy Systems and their Social Contexts,,SOC,1,1,Signup to reveal
ANTH,ANTH050.39: Alcohol in the Ancient World,,SOC,0,0,Signup to reveal
ANTH,ANTH050.40: Anthropology of Disaster,,"INT, SOC",0,0,Signup to reveal
ANTH,ANTH050.41: Homelands & Diasporas,,"INT, SOC, CI",0,0,Signup to reveal
ANTH,ANTH050.42: Indigenous Responses to Colonialism: Maya and Maori,,"INT, SOC, CI",1,1,Signup to reveal
ANTH,"ANTH050.43: Social, Environmental, and Health Impacts of Human Conflict",,,0,0,Signup to reveal
ANTH,ANTH050.44: Darwin & Human Evolution,,SCI,3,2,Signup to reveal
ANTH,ANTH050.45: Archaeology of Epidemics,,SOC,0,0,Signup to reveal
ANTH,ANTH050.47: Archaeology Field Methods,,SLA,0,3,Signup to reveal
ANTH,ANTH050.48: Energy Justice,,"INT, SOC",2,3,Signup to reveal
ANTH,ANTH050.50: Archaeology of Food,,"INT, SCI",5,2,Signup to reveal
ANTH,ANTH051: Colonialism and Its Legacies in Anthropological Perspective,,"INT, SOC, CI",7,1,Signup to reveal
ANTH,ANTH052.01: Perspectives of Hawaii,,"SOC, NW",0,0,Signup to reveal
ANTH,ANTH052: Introduction to Maori Society,,"SOC, NW",3,1,Signup to reveal
ANTH,ANTH053: Anthropology of Ethnicity and Nationalism,,,0,0,Signup to reveal
ANTH,ANTH054.01: Hawaiian Sustainability,,SOC,0,0,Signup to reveal
ANTH,ANTH054: Foreign Study in Anthropology,,SOC,1,1,Signup to reveal
ANTH,ANTH055: Anthropology of Global Health,,"INT, SOC",10,8,Signup to reveal
ANTH,ANTH056: Introduction to Research Methods in Medical Anthropology,,,0,0,Signup to reveal
ANTH,ANTH057: Origins of Inequality,,"INT, SOC",0,0,Signup to reveal
ANTH,ANTH058: Sustainable Cities,,"INT, SOC",0,0,Signup to reveal
ANTH,ANTH059: Who Owns the Past?,,,0,0,Signup to reveal
ANTH,ANTH060: Psychological Anthropology,,CI,1,1,Signup to reveal
ANTH,ANTH061: Women and Madness,,,0,0,Signup to reveal
ANTH,ANTH062: Health and Disease in Evolutionary Perspective,,SCI,5,6,Signup to reveal
ANTH,ANTH063: Biocultural Dimension of Child Development,,,0,0,Signup to reveal
ANTH,"ANTH064: Evolution of Birth, Pregnancy, and Babies",,"INT, SCI",0,1,Signup to reveal
ANTH,ANTH065: Conservation and Development,,"INT, SOC, CI",0,2,Signup to reveal
ANTH,ANTH066: Human Biological Variation,,SCI,1,1,Signup to reveal
ANTH,ANTH070: Experiencing Human Origins and Evolution,,SCI,0,0,Signup to reveal
ANTH,ANTH072: Ethnicity and Nationalism,,"INT, SOC, CI",0,0,Signup to reveal
ANTH,ANTH073: Main Currents in Anthropology,,SOC,11,2,Signup to reveal
ANTH,ANTH074: The Human Spectrum,,"SOC, NW",0,0,Signup to reveal
ANTH,"ANTH075: Ecology, Culture, and Environmental Change",,SOC,6,2,Signup to reveal
ANTH,ANTH076: The Evolution of Upright Walking,,SCI,0,0,Signup to reveal
ANTH,ANTH077: Origins of Language,,,2,1,Signup to reveal
ANTH,ANTH085: Reading Course,,,0,0,Signup to reveal
ANTH,ANTH087: Research Course,,,0,0,Signup to reveal
ANTH,ANTH088: Anthropology Honors,,,0,0,Signup to reveal
ARAB,ARAB001.20: Intensive Arabic,,,0,2,Signup to reveal
ARAB,ARAB001: First-Year Courses in Arabic,,,11,30,Signup to reveal
ARAB,ARAB002.01: Intensive Beginning Arabic,,,0,0,Signup to reveal
ARAB,ARAB002: First-Year Courses in Arabic,,,34,20,Signup to reveal
ARAB,ARAB003: First-Year Courses in Arabic,,,17,8,Signup to reveal
ARAB,ARAB005.01: Introduction to Middle East Politics,,"INT, SOC, NW",0,4,Signup to reveal
ARAB,ARAB005.02: Arab Political Thought,,"INT, SOC, NW",0,1,Signup to reveal
ARAB,ARAB005.03: Anthropology of Mid East,,"SOC, NW",0,0,Signup to reveal
ARAB,ARAB005.04: Cultures of Media Mid East,,"SOC, NW",0,0,Signup to reveal
ARAB,ARAB006.01: The Making of the Modern Middle East,,"INT, SOC, NW",0,1,Signup to reveal
ARAB,ARAB006.02: Soundscapes of the Middle East,,"INT, NW, ART",0,0,Signup to reveal
ARAB,ARAB010: Introduction to Arabic Culture,,"LIT, CI",0,1,Signup to reveal
ARAB,ARAB011: Special Topics in Arabic Studies,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB021: Intermediate Arabic,,NW,0,1,Signup to reveal
ARAB,ARAB022: Intermediate Arabic,,"NW, LIT",1,3,Signup to reveal
ARAB,ARAB023: Intermediate Arabic,,NW,0,1,Signup to reveal
ARAB,ARAB024: Formal Spoken Arabic,,,0,0,Signup to reveal
ARAB,ARAB025: Moroccan Arabic,,,0,0,Signup to reveal
ARAB,ARAB031: Advanced Arabic,,NW,1,1,Signup to reveal
ARAB,ARAB032: Advanced Arabic,,NW,0,1,Signup to reveal
ARAB,ARAB033: Advanced Arabic,,"NW, LIT",0,2,Signup to reveal
ARAB,ARAB034: Media Arabic,,"NW, LIT",0,3,Signup to reveal
ARAB,ARAB041: Advanced Arabic,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB042: Advanced Arabic,,"NW, LIT",1,1,Signup to reveal
ARAB,ARAB043.01: AdvArab:ModShrtStory&Poetry;,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB043: Advanced Arabic,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB059: Independent Advanced Study in Arabic Language and Literature,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB061.01: Modern Arabic Fiction,,,0,0,Signup to reveal
ARAB,ARAB061.04: Palestinian Literature and Cinema,,,0,0,Signup to reveal
ARAB,ARAB061.05: Race in Arab Women’s Literature,,,0,0,Signup to reveal
ARAB,ARAB061.06: Invisible Societies in the Contemporary Arabic Novel,,,0,0,Signup to reveal
ARAB,"ARAB061.07: Modern Arabic Literature in Translation: Narrating Tradition, Change and Identity",,"NW, LIT",1,-2,Signup to reveal
ARAB,ARAB061.08: Arab Feminisms,,"INT, NW, LIT",1,0,Signup to reveal
ARAB,"ARAB061.09: Egyptian Culture, Society, and Politics",,"SOC, NW",0,0,Signup to reveal
ARAB,ARAB061.10: Women and War in Modern Arabic Literature and Film,,"NW, LIT",0,0,Signup to reveal
ARAB,ARAB061: Topics in Modern Arabic Literature and Culture. May be repeated for credit if topic varies.,,,0,0,Signup to reveal
ARAB,ARAB062.01: Marvels and Wonder in Medieval Arabic Culture,,,0,0,Signup to reveal
ARAB,ARAB062.02: The Arabian Nights East and West,,"INT, NW, LIT",0,2,Signup to reveal
ARAB,ARAB063.03: Arab Cultures in the Americas,,"INT, NW, LIT",0,0,Signup to reveal
ARAB,ARAB063: Themes in Arabic Literature and Culture,,,0,0,Signup to reveal
ARAB,ARAB081.01: The New Arabic Novel,,,0,0,Signup to reveal
ARAB,"ARAB081.02: The Arabic Novel: Narrating Tradition, Change, and Identity",,,0,0,Signup to reveal
ARAB,ARAB081.03: Images of the West in the Arabic Novel,,"INT, NW, LIT",0,0,Signup to reveal
ARAB,ARAB081.04: Arab Theatre,,"NW, ART",0,0,Signup to reveal
ARAB,ARAB081: Topics in Arabic Literature and Culture,,,0,0,Signup to reveal
ARAB,ARAB085: Senior Seminar,,,0,0,Signup to reveal
ARTH,ARTH002: Introduction to the History of Art II,,"ART, W",65,18,Signup to reveal
ARTH,ARTH004: Introduction to World Architecture,,ART,23,4,Signup to reveal
ARTH,ARTH005: Introduction to Contemporary Art,,"ART, W",4,-2,Signup to reveal
ARTH,ARTH007.02: Paris in the 19th Century,,"ART, W",4,3,Signup to reveal
ARTH,ARTH007.05: Pompeii-Antique & Modern,,"ART, W",7,1,Signup to reveal
ARTH,ARTH007.08: Seven Wonders of the Ancient World and their Modern Successors,,,0,0,Signup to reveal
ARTH,ARTH007.10: Egyptomania,,ART,2,0,Signup to reveal
ARTH,ARTH007: Art History First Year Seminars,,,1,1,Signup to reveal
ARTH,ARTH010.01: The Art of Ancient Egypt and the Ancient Near East,,"NW, ART",1,0,Signup to reveal
ARTH,ARTH010.02: Art and Archaeology of Israel,,,0,0,Signup to reveal
ARTH,ARTH010.03: Art in Egypt,,"NW, ART",0,2,Signup to reveal
ARTH,ARTH010: Foreign Study I,,,0,0,Signup to reveal
ARTH,"ARTH011.01: Art in Ancient Greece: Temples, Gods, Heroes",,"ART, W",4,3,Signup to reveal
ARTH,ARTH011.02: Alexander to Cleopatra: Art in an Unsettled World,,"ART, W",0,0,Signup to reveal
ARTH,ARTH011: Foreign Study II,,"ART, W",0,0,Signup to reveal
ARTH,ARTH012.01: Roman Art,,"ART, W",2,1,Signup to reveal
ARTH,ARTH012.02: Roman Architecture,,"ART, W",0,0,Signup to reveal
ARTH,ARTH012: Foreign Study III,,,0,0,Signup to reveal
ARTH,ARTH013.01: Early Medieval Art,,"ART, W",0,0,Signup to reveal
ARTH,ARTH013: Early Christian Art,,,0,1,Signup to reveal
ARTH,ARTH014: Byzantine Art,,,0,0,Signup to reveal
ARTH,ARTH015.01: Gothic Art and Architecture,,"ART, W",0,1,Signup to reveal
ARTH,ARTH016.01: Velazquez and the Spanish Baroque,,,0,0,Signup to reveal
ARTH,ARTH016.02: Women in Art,,,0,0,Signup to reveal
ARTH,ARTH016.03: Contemporary Architecture,,,0,1,Signup to reveal
ARTH,ARTH016.16: Two Thousand Years of Korean Painting,,"NW, ART",0,0,Signup to reveal
ARTH,ARTH016.17: Rembrandt,,,0,1,Signup to reveal
ARTH,ARTH016.18: Duchamp,,,0,0,Signup to reveal
ARTH,"ARTH016.19: Satire: Art, Politics & Critique",,,1,3,Signup to reveal
ARTH,ARTH016.20: Art & Money,,ART,0,1,Signup to reveal
ARTH,ARTH016.21: Reform and Response in Sixteenth-century Northern Europe,,"ART, W",0,0,Signup to reveal
ARTH,ARTH016.22: Unmaking History: Contemporary Art in the Middle East,,"NW, ART",2,2,Signup to reveal
ARTH,ARTH016.23: Aesthetics of the Digital,,"INT, ART",0,0,Signup to reveal
ARTH,ARTH016.24: The Arts of War,,"INT, ART",0,0,Signup to reveal
ARTH,ARTH016.25: East Meets West,,"NW, ART",0,1,Signup to reveal
ARTH,ARTH017.01: Rome: The Eternal City,,"ART, W",2,1,Signup to reveal
ARTH,"ARTH017.02: Cities of the Biblical World, An Archaeological Approach",,"NW, ART, W",0,0,Signup to reveal
ARTH,ARTH017.03: The Architecture of Late Antiquity,,,0,0,Signup to reveal
ARTH,ARTH017.04: Vision and Reality: The Art of Northern Europe in the Fifteenth Century,,,0,0,Signup to reveal
ARTH,"ARTH017.05: Castles, Cloisters, Cathedrals",,"ART, W",2,1,Signup to reveal
ARTH,ARTH017.06: The Arts of the Middle Ages,,"ART, W",0,0,Signup to reveal
ARTH,ARTH017.08: Ancient Art and Myth,,"ART, W",0,0,Signup to reveal
ARTH,ARTH017.09: Italian Renaissance Architecture,,,0,0,Signup to reveal
ARTH,ARTH017.11: Art and Archaeology of Israel,,,0,0,Signup to reveal
ARTH,ARTH017.12: African Art (Survey),,,0,0,Signup to reveal
ARTH,ARTH017.13: Arts of South Asia,,,1,1,Signup to reveal
ARTH,"ARTH017.14: Art and Industry: The Visual and Material Culture of South Asia, 1800 to present",,"INT, ART",0,0,Signup to reveal
ARTH,ARTH017.15: De-Centering the Renaissance,,,0,2,Signup to reveal
ARTH,ARTH017.16: Food and Art: A Global History,,"INT, NW, ART",1,1,Signup to reveal
ARTH,ARTH017.17: The Ideal City,,ART,1,2,Signup to reveal
ARTH,ARTH018.01: Ancient Art and Myth,,"ART, W",0,-1,Signup to reveal
ARTH,ARTH020.01: Michelangelo,,,0,0,Signup to reveal
ARTH,"ARTH020.02: Lifelikeness, and Artifice, the High Renaissance and Mannerism",,,0,0,Signup to reveal
ARTH,ARTH020.03: Southern Baroque Art,,,0,0,Signup to reveal
ARTH,ARTH020: The Art of Ancient Egypt and the Ancient Near East,,"NW, ART",18,3,Signup to reveal
ARTH,ARTH021.01: Northern Renaissance Art,,,0,0,Signup to reveal
ARTH,ARTH021.02: Northern Baroque Art,,,0,0,Signup to reveal
ARTH,ARTH021.03: Rembrandt,,,0,0,Signup to reveal
ARTH,"ARTH021: Art in Ancient Greece: Temples, Gods, Heroes",,,8,3,Signup to reveal
ARTH,ARTH022.01: Velazquez and the Spanish Baroque,,,0,0,Signup to reveal
ARTH,ARTH022: Art in the Hellenistic era: from Alexander to Cleopatra,,"ART, W",11,4,Signup to reveal
ARTH,ARTH023.01: Euro Art-Age of Revolution,,"ART, W",0,0,Signup to reveal
ARTH,ARTH025: Roman Art,,"ART, W",9,2,Signup to reveal
ARTH,ARTH026.01: Foreign Study I,,ART,0,0,Signup to reveal
ARTH,ARTH026.02: Foreign Study II,,"ART, W",0,0,Signup to reveal
ARTH,ARTH026.03: Foreign Study III,,ART,0,0,Signup to reveal
ARTH,ARTH026.05: FSP: Early Modern Art Rome,,"ART, W",0,0,Signup to reveal
ARTH,ARTH027.01: The Ideal City,,ART,0,0,Signup to reveal
ARTH,ARTH027.02: Living Stone: Sculpture in Early Modern Italy,,"ART, W",1,0,Signup to reveal
ARTH,ARTH027.03: Building Boom: Architecture and Urbanism in Early Modern Italy,,"ART, W",3,2,Signup to reveal
ARTH,ARTH028.01: The Global Renaissance,,"INT, ART, W",0,0,Signup to reveal
ARTH,ARTH028.02: Going for Baroque,,"ART, W",0,0,Signup to reveal
ARTH,ARTH028.03: Vision and Reality: The Art of Northern Europe in the Fifteenth Century,,,0,0,Signup to reveal
ARTH,ARTH028.04: Reform and Response in Sixteenth-century Northern Europe,,,0,0,Signup to reveal
ARTH,ARTH028.05: Art & Society in the Age of the Rococo,,"ART, W",0,1,Signup to reveal
ARTH,ARTH028.06: European Art in the Age of Revolution (1750-1850),,"ART, W",0,0,Signup to reveal
ARTH,ARTH028.07: Art Writing and Writers on Art,,,0,1,Signup to reveal
ARTH,ARTH028.08: Italian Art from Renaissance to Baroque: Crisis and Invention,,"ART, W",1,-2,Signup to reveal
ARTH,ARTH028.09: Art on the Move: Renaissance Italy and the Islamic World,,"ART, W",2,2,Signup to reveal
ARTH,ARTH028.10: Fashion in Art,,ART,0,-1,Signup to reveal
ARTH,ARTH030: Early Christian Art,,,1,2,Signup to reveal
ARTH,ARTH031.01: Arts of South Asia,,,3,-2,Signup to reveal
ARTH,"ARTH031.02: Art and Industry: The Visual and Material Culture of South Asia, 1800 to present",,,0,0,Signup to reveal
ARTH,ARTH031: Byzantine Art,,,2,1,Signup to reveal
ARTH,ARTH032.01: Two Thousand Years of Korean Painting,,,0,0,Signup to reveal
ARTH,ARTH032.11: Introduction to Korean Art,,,0,0,Signup to reveal
ARTH,ARTH032.21: Sacred Art and Architecture of Japan,,"NW, ART",2,2,Signup to reveal
ARTH,ARTH032.22: The Japanese Painting Tradition,,,0,0,Signup to reveal
ARTH,ARTH032: Early Medieval Art,,,3,2,Signup to reveal
ARTH,ARTH033.01: African Art (Survey),,,0,0,Signup to reveal
ARTH,ARTH033: Gothic Art and Architecture,,"ART, W",2,1,Signup to reveal
ARTH,"ARTH034: Castles, Cloisters, Cathedrals",,"ART, W",0,0,Signup to reveal
ARTH,ARTH035: Islamic Architecture,,"NW, ART",2,0,Signup to reveal
ARTH,"ARTH036: Italian Medieval Art and Architecture, 1200-1400",,,10,1,Signup to reveal
ARTH,ARTH038.01: Sacred Architecture of Asia,,"INT, NW, ART",7,5,Signup to reveal
ARTH,ARTH038.02: Contemporary Arts of Asia,,,0,0,Signup to reveal
ARTH,ARTH038.03: East Meets West,,"NW, ART",1,3,Signup to reveal
ARTH,ARTH038.04: Food & Art: A Global History,,,1,0,Signup to reveal
ARTH,ARTH040.01: American Art and Identity,,"ART, CI",1,2,Signup to reveal
ARTH,ARTH040.02: The American Century: Modern Art in the United States,,"ART, CI",0,0,Signup to reveal
ARTH,ARTH040.03: Twentieth Century Art from Latin America,,"ART, CI",0,0,Signup to reveal
