Code,Department Name,Undergrad Courses,Quality,Difficulty,Workload
ENVS,"ENVS085: Land, Love & Kinship: A Seminar on Indigenous Environmental Knowledges",,TMV,0,1,Signup to reveal
ENVS,"ENVS089: Soils, Forests and Food",,SCI,2,1,Signup to reveal
ENVS,ENVS090: Independent Study and Research,,,0,0,Signup to reveal
ENVS,ENVS091: Thesis Research in Environmental Studies I,,,0,0,Signup to reveal
ENVS,ENVS092: Thesis Research in Environmental Studies II,,,0,0,Signup to reveal
FILM,FILM002: Introduction to Television,,"ART, W",3,-2,Signup to reveal
FILM,FILM003: Introduction to Digital Arts and Culture,,W,3,4,Signup to reveal
FILM,FILM007.13: Great Screenwriting,,"ART, W",0,1,Signup to reveal
FILM,FILM007.14: Mass Media and Democracy,,"SOC, W",0,1,Signup to reveal
FILM,FILM007.15: Women & Comedy in Film,,"ART, CI",2,5,Signup to reveal
FILM,FILM007.16: Lifestyle Media,,SOC,0,-1,Signup to reveal
FILM,FILM007.17: Fame and Hollywood Stardom,,"ART, W",0,-1,Signup to reveal
FILM,FILM007.18: Special Effects,,"ART, W",1,2,Signup to reveal
FILM,FILM007.19: Am Silent Film Comedy,,ART,2,2,Signup to reveal
FILM,FILM007.20: International Cinema & WWII,,,0,0,Signup to reveal
FILM,FILM007: First-Year Seminars in Film and Media Studies,,,40,11,Signup to reveal
FILM,FILM010: Special Topics in Film,,,1,2,Signup to reveal
FILM,FILM020: Film History I (Silent to Sound),,"ART, W",38,3,Signup to reveal
FILM,FILM021: Film History II (1930-60),,"INT, ART, W",19,2,Signup to reveal
FILM,FILM022: Film History III (1960 to 1990),,"INT, ART, W",20,4,Signup to reveal
FILM,FILM023: Film History IV (1990-present),,"INT, ART, W",1,-1,Signup to reveal
FILM,FILM030: Documentary Videomaking,,"ART, W",10,6,Signup to reveal
FILM,FILM031: Filmmaking I: Basic Elements of Film,,ART,22,9,Signup to reveal
FILM,FILM032: Filmmaking II,,ART,4,1,Signup to reveal
FILM,FILM033: Writing for the Screen I,,ART,19,9,Signup to reveal
FILM,FILM034: Writing for the Screen II,,ART,5,4,Signup to reveal
FILM,FILM035: Animation: Principles and Practice,,ART,12,4,Signup to reveal
FILM,FILM036.01: Experimental Videomaking (Autobiography),,ART,0,0,Signup to reveal
FILM,FILM036.02: Music Video Production,,ART,0,0,Signup to reveal
FILM,FILM036.03: TV Production,,,0,2,Signup to reveal
FILM,FILM037: Directing for the Camera,,ART,6,8,Signup to reveal
FILM,FILM038: Advanced Animation,,ART,0,0,Signup to reveal
FILM,FILM039.01: Advanced Videomaking: Documentary and Experimental,,ART,0,0,Signup to reveal
FILM,FILM039.02: Digital Cinematography,,ART,0,0,Signup to reveal
FILM,FILM039: Advanced Videomaking: Group Documentary,,,0,0,Signup to reveal
FILM,FILM040: Theories and Methodologies of Film and Media Studies,,ART,15,4,Signup to reveal
FILM,FILM041.01: Infernal Affairs: Police on Film,,,0,0,Signup to reveal
FILM,"FILM041.02: Shades of Noir: Film, Fiction, Politics",,"INT, ART, W",0,1,Signup to reveal
FILM,FILM041.04: Ethnographic Film,,"INT, SOC, NW",2,0,Signup to reveal
FILM,FILM041.06: Bond and Beyond,,ART,0,0,Signup to reveal
FILM,FILM041.07: Cinema and the Graphic Novel,,"ART, W",0,3,Signup to reveal
FILM,FILM041.08: The Cinematic City,,"ART, W",0,0,Signup to reveal
FILM,FILM041.09: History of Animation,,ART,1,3,Signup to reveal
FILM,FILM041.10: Global Gothic,,"NW, ART",0,2,Signup to reveal
FILM,FILM041.11: Genre: History of Visual Music,,"ART, W",0,0,Signup to reveal
FILM,FILM041.12: Screwball Comedy,,"ART, W",0,0,Signup to reveal
FILM,FILM041.13: Women in Musicals,,"ART, W",0,0,Signup to reveal
FILM,FILM041.14: The Western,,"ART, W",0,0,Signup to reveal
FILM,FILM041.15: 20th-Century American Film Comedy,,"ART, W",0,0,Signup to reveal
FILM,FILM041.16: Space and Genre,,"ART, W",0,0,Signup to reveal
FILM,FILM041.17: Water In the Lake: Real Events for the Imagination,,ART,0,0,Signup to reveal
FILM,FILM041.18: Latinx-ploitation,,,0,0,Signup to reveal
FILM,FILM041.19: The Musical,,"ART, W",0,0,Signup to reveal
FILM,FILM041.20: Special Effects in Film History,,ART,0,1,Signup to reveal
FILM,FILM042.02: The French New Wave,,"ART, W",2,-1,Signup to reveal
FILM,FILM042.03: The New Latin American Cinema,,INT,2,5,Signup to reveal
FILM,FILM042.08: Asian Animation as Socio-Political Artifact,,"NW, ART",1,2,Signup to reveal
FILM,FILM042.09: African Cinema,,,0,0,Signup to reveal
FILM,FILM042.13: Global Documentary and Transnational Cinema,,"INT, ART",0,0,Signup to reveal
FILM,FILM042.14: Mexican Cinema,,"NW, ART",1,2,Signup to reveal
FILM,"FILM042.15: Nothing is True and Everything is Possible: Politics, Media, and Religion in Post-Soviet Russia",,"LIT, W",0,0,Signup to reveal
FILM,FILM042.16: Cinema of Black Protest,,"SOC, W",2,2,Signup to reveal
FILM,"FILM042.17: Of Golems, Vampires, and Robots: The Haunted Screen of Weimar Cinema (in English)",,"ART, W",0,1,Signup to reveal
FILM,"FILM042.18: Migration, Mobility and the Movies: German Film in Global Context",,,0,0,Signup to reveal
FILM,FILM042.19: The Middle East in Film: Picturing the Past and Present,,"NW, ART",1,0,Signup to reveal
FILM,FILM042.20: The Berlin School,,"ART, W",0,0,Signup to reveal
FILM,FILM042.21: Afro/Black Paris in Film and Life,,"INT, SOC, CI",0,0,Signup to reveal
FILM,FILM042.22: Moviegoing in America,,"ART, CI",1,0,Signup to reveal
FILM,FILM043.01: Women Make Movies: Women and Film Authorship,,"ART, W",0,1,Signup to reveal
FILM,"FILM043.02: Family Matters: Pedro Almodovar, Gender Reversals, and New Communities",,"ART, CI",1,2,Signup to reveal
FILM,FILM043.04: Hitchcock,,"ART, W",1,4,Signup to reveal
FILM,FILM043.05: Truffaut and Godard,,,0,0,Signup to reveal
FILM,FILM044.01: Handmade Cinema,,ART,0,0,Signup to reveal
FILM,FILM044.02: Cut and Paste Cinema,,ART,0,-1,Signup to reveal
FILM,FILM044.03: Filming the Landscape,,"ART, W",0,0,Signup to reveal
FILM,FILM044.04: Sound: Practice and Theory,,"ART, W",1,2,Signup to reveal
FILM,FILM044.06: Storytelling in the Digital Age,,ART,3,1,Signup to reveal
FILM,FILM044.07: Docu-Fantasy and the Speculative Narrative in Multi-Ethnic Cinema,,ART,0,0,Signup to reveal
FILM,FILM044.08: The Art of Adaptation and Storytelling,,,0,0,Signup to reveal
FILM,FILM044.09: Cinematography I: Lighting and Composition,,ART,1,1,Signup to reveal
FILM,FILM044.10: Writing for Television,,ART,2,0,Signup to reveal
FILM,FILM044.12: The Idea of Africa,,"NW, ART",1,-4,Signup to reveal
FILM,FILM044: Theory Meets Practice,,,0,0,Signup to reveal
FILM,FILM045: U. S. Television History,,"ART, W",7,4,Signup to reveal
FILM,FILM046.01: Television and Histories of Gender,,"ART, CI",0,0,Signup to reveal
FILM,FILM046.03: Science and Religion in American Media,,,0,0,Signup to reveal
FILM,FILM046.04: Broadcast Journalism and Electronic Journalism History,,"SOC, W",2,-1,Signup to reveal
FILM,FILM046.05: Inside the Television Set,,,0,0,Signup to reveal
FILM,FILM046.06: Topics in Television: Cop TV,,W,0,0,Signup to reveal
FILM,FILM046.07: Television and New Media,,"ART, W",2,0,Signup to reveal
FILM,"FILM046.08: Television Without Borders: Local Communities, Global Audiences",,"INT, ART, W",0,0,Signup to reveal
FILM,FILM046.09: Critical Approaches to Media Production,,ART,0,0,Signup to reveal
FILM,FILM047.01: Video Mashups,,ART,5,5,Signup to reveal
FILM,FILM047.02: Theory &Practice; of Editing,,ART,0,1,Signup to reveal
FILM,FILM047.03: Sonic Landscapes,,"INT, NW, ART",0,0,Signup to reveal
FILM,FILM047.05: History of Documentary,,"ART, W",0,1,Signup to reveal
FILM,"FILM047.06: Audio-Vision: Film, Music, Sound",,"NW, ART",0,0,Signup to reveal
FILM,FILM047.07: Migration Stories,,"INT, ART, CI",0,0,Signup to reveal
FILM,FILM047.08: Cut and Paste Animation,,,0,0,Signup to reveal
FILM,FILM047.09: The Cinematic City,,ART,0,0,Signup to reveal
FILM,FILM047.16: Film Festivals,,ART,0,0,Signup to reveal
FILM,FILM047.17: Race and Place,,ART,0,0,Signup to reveal
FILM,FILM047.18: Handmade Cinema,,,0,0,Signup to reveal
FILM,FILM047.19: Krieger's Virtual Girlfriend: Japanese Anime and the idea of the Post-human,,"NW, ART",0,2,Signup to reveal
FILM,FILM047.20: Curating and Microcinema,,ART,0,0,Signup to reveal
FILM,FILM047.21: Scenes from the City: Urbanism and Modern American Visual Culture,,"SOC, CI",0,0,Signup to reveal
FILM,FILM047.22: Buddhism and Film,,"NW, TMV",1,0,Signup to reveal
FILM,FILM047.23: Berlin--New York--Hollywood: A Cultural History of Exile,,,0,0,Signup to reveal
FILM,FILM047.24: Race & Gender in American Film,,"ART, W",3,0,Signup to reveal
FILM,FILM047.25: Black Noir,,"LIT, W",0,0,Signup to reveal
FILM,FILM047.26: Film and Fashion: Dressing the Part,,"ART, W",0,0,Signup to reveal
FILM,FILM047.27: The Hollywood Studio System,,"ART, W",0,0,Signup to reveal
FILM,FILM047.28: Queer Cinema,,"ART, CI",0,2,Signup to reveal
FILM,FILM047.29: Latinx Stage and Screen,,,0,0,Signup to reveal
FILM,FILM047.30: Black Looks: A Survey of Race and Representation in Cinema and Visual Media,,,0,0,Signup to reveal
FILM,FILM047.31: Sounding Out Power and Dissent,,,0,0,Signup to reveal
FILM,FILM047.32: Sounds of Totalitarianism and Resistance,,"ART, W",0,0,Signup to reveal
FILM,FILM047.33: Performing Histories & Us,,"ART, CI",0,0,Signup to reveal
FILM,FILM048.01: The Map,,ART,0,0,Signup to reveal
FILM,FILM048.02: Video Art,,ART,0,0,Signup to reveal
FILM,FILM048.03: Data and Bodies,,SOC,1,1,Signup to reveal
FILM,FILM048.04: Social Justice and Computing,,SOC,0,1,Signup to reveal
FILM,FILM048: The Map,,,0,0,Signup to reveal
FILM,FILM049.02: Black Theatre & Storytelling Workshop in XR: Reimagining The Purple Flower (1928),,"ART, CI",0,0,Signup to reveal
FILM,FILM049: Practicum in Digital Culture and New Media Technologies,,,0,0,Signup to reveal
FILM,FILM050.01: Cinematic Mirrors: Reflexivity and Authorship in Global Film History,,"INT, ART",2,2,Signup to reveal
FILM,"FILM050.02: Race, Media, Celebrity",,"ART, CI",0,0,Signup to reveal
FILM,FILM050.03: Topics in Film Theory: Exploring the Archive,,"ART, W",0,0,Signup to reveal
FILM,FILM050.04: Video Games and the Meaning of Life,,"TMV, CI",2,6,Signup to reveal
FILM,FILM050: Topics in Media Theory,,ART,0,0,Signup to reveal
FILM,FILM051: Game Design Studio,,TAS,1,-2,Signup to reveal
FILM,FILM080: Independent Study,,,0,0,Signup to reveal
FILM,FILM093: Major Project,,,0,0,Signup to reveal
FILM,FILM095: Honors Project I,,,0,0,Signup to reveal
FILM,FILM096: Honors Project II,,,0,0,Signup to reveal
FREN,FREN002: Introductory French II,,,212,61,Signup to reveal
FREN,FREN003: Introductory French III,,,170,68,Signup to reveal
FREN,FREN005: Language Study Abroad: Aspects of French Civilization,,W,6,1,Signup to reveal
FREN,FREN006: Language Study Abroad: Readings in French Literature,,"LIT, W",13,1,Signup to reveal
FREN,FREN007.02: French Graphic Novels,,"LIT, W",0,0,Signup to reveal
FREN,"FREN007.04: Louis XIV, Then & Now",,"LIT, W",0,0,Signup to reveal
FREN,FREN007.05: Nature and Colonized Spaces,,"INT, LIT, W",0,1,Signup to reveal
FREN,FREN007.06: Paris in Lit and Film,,,5,-4,Signup to reveal
FREN,FREN007: First-Year Seminars in French Literature,,"LIT, W",30,8,Signup to reveal
FREN,FREN008: Exploring French Culture and Language,,"SOC, W",94,33,Signup to reveal
FREN,FREN009: Language Study Abroad: Readings in French Literature,,"LIT, W",0,-1,Signup to reveal
FREN,FREN010.02: The Heroic Heart,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.03: Invitation au Voyage,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.06: The Anatomy of Passion,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.08: Living in Paris/Habiter Paris,,"LIT, W",2,3,Signup to reveal
FREN,FREN010.09: Intro to French Literature,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.10: Du mal/On Evil,,"LIT, W",4,8,Signup to reveal
FREN,FREN010.11: On Monsters and Monstrosity,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.12: The Other's Gaze,,,0,0,Signup to reveal
FREN,FREN010.13: Games People Play,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.14: Le sentiment amoureux,,,0,0,Signup to reveal
FREN,FREN010.15: Literature and Images,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.16: The Feeling of Love,,"LIT, W",0,0,Signup to reveal
FREN,"FREN010.17: Saints, Martyrs, Demons",,"LIT, W",5,6,Signup to reveal
FREN,FREN010.18: The Medieval Mirror of Ourselves,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.19: A La Recherche du bonheur,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.20: Representations of war in French literature and film from the Middle Ages to the present,,"LIT, W",0,0,Signup to reveal
FREN,FREN010.21: French Crises and Tragedies,,W,0,0,Signup to reveal
FREN,FREN010.22: Du Tragique: le chagrin et la pitie dans la littérature française et francophone,,,0,0,Signup to reveal
FREN,FREN010.23: The French Atlantic,,"LIT, W",0,0,Signup to reveal
FREN,FREN010: Introduction to French Literature: Masterworks and Great Issues,,"LIT, W",68,17,Signup to reveal
FREN,FREN011: Intensive French,,,3,7,Signup to reveal
FREN,FREN012: Advanced Writing and Speaking in French,,W,1,1,Signup to reveal
FREN,FREN015: The Language and Culture of French Business,,,6,1,Signup to reveal
FREN,FREN020.01: France and the Culture of Conversation,,"LIT, W",0,0,Signup to reveal
FREN,FREN020.02: The Locations of French Culture,,"SOC, W",0,1,Signup to reveal
FREN,FREN020.03: Long Live the Revolution,,"INT, LIT, W",0,0,Signup to reveal
FREN,FREN020: Interpreting French Cultures,,"SOC, W",8,1,Signup to reveal
FREN,FREN021: Introduction to Francophone Literature and Culture,,"NW, LIT",21,4,Signup to reveal
FREN,FREN022: Introduction to French Literature I: the Middle Ages and the Renaissance,,"LIT, W",7,3,Signup to reveal
FREN,FREN023: Introduction to French Literature II: Neoclassicism and the Eighteenth Century,,"LIT, W",12,3,Signup to reveal
FREN,FREN024: Introduction to French Literature and Culture III: Nineteenth Century,,"LIT, W",16,3,Signup to reveal
FREN,FREN025: Introduction to French Literature and Culture IV: Twentieth and Twenty-First Centuries,,"LIT, W",19,7,Signup to reveal
FREN,FREN029: French Civilization: Study Abroad,,"ART, W",7,3,Signup to reveal
FREN,FREN030: French Literature: Study Abroad,,"LIT, W",5,1,Signup to reveal
FREN,FREN031: The French Language: Study Abroad,,W,5,5,Signup to reveal
FREN,FREN035.03: Fifty Shades of Language: Finding pleasure in literary constraints,,,0,0,Signup to reveal
FREN,FREN035: The French Language: Introduction to Linguistics and Rhetoric,,,4,1,Signup to reveal
FREN,FREN040.02: French and Francophone Poetry from Baudelaire through Césaire,,"LIT, W",0,1,Signup to reveal
FREN,FREN040.03: Récits méditerranéens,,"LIT, W",0,0,Signup to reveal
FREN,FREN040.04: Classical Comedy: Molière,,"LIT, W",0,0,Signup to reveal
FREN,FREN040.05: Acting French,,"ART, W",1,0,Signup to reveal
FREN,"FREN040.06: Selfies: autobiographie, autoportrair, autofiction",,"LIT, W",0,0,Signup to reveal
FREN,FREN040.07: Constellations of Loss,,"LIT, W",0,0,Signup to reveal
FREN,FREN040.08: The French Novel,,W,0,0,Signup to reveal
FREN,FREN040: Acting French,,,15,4,Signup to reveal
FREN,FREN045.01: Dartmouth Meets the French Enlightenment,,"W, TMV",1,0,Signup to reveal
FREN,FREN045.02: The Art and Influence of Conversation,,,0,0,Signup to reveal
FREN,FREN045.03: De la motérialité : the Body in 19th-century French Literature,,,0,0,Signup to reveal
FREN,FREN045.04: What is the Contemporary?,,"LIT, W",0,0,Signup to reveal
FREN,FREN045.05: Between Revolution and Oblivion: The Politics of Literature in Nineteenth-Century France,,"LIT, W",0,1,Signup to reveal
FREN,"FREN045.06: Debate, Dialogue and Advice: Launching France on Rhetoric",,,0,0,Signup to reveal
FREN,FREN045: Dartmouth Meets the French Enlightenment,,"LIT, W, TMV",6,2,Signup to reveal
FREN,FREN050.05: Montaigne and Proust,,"LIT, W",0,2,Signup to reveal
FREN,FREN050.06: Michel Foucault et l’Histoire de la sexualité,,,0,0,Signup to reveal
FREN,FREN050.07: Baudelaire/Flaubert: Reading Modernity for Filth,,"LIT, W",0,0,Signup to reveal
FREN,FREN050: French Literature: Major Figures,,,7,2,Signup to reveal
FREN,FREN053.05: French Theory,,"W, TMV",0,0,Signup to reveal
FREN,FREN053.06: Human Rights in France,,"W, TMV",2,1,Signup to reveal
FREN,FREN053.07: Confrontations with Death in the French Tradition,,"W, TMV",0,0,Signup to reveal
FREN,"FREN053.08: Paris, philosophies de l'espace",,"LIT, CI",0,0,Signup to reveal
FREN,FREN053: French Thought: Philosophical Issues,,,10,2,Signup to reveal
FREN,FREN055.04: India in the French Imagination,,"SOC, W",0,0,Signup to reveal
FREN,"FREN055.05: France, 1914-1944: from One War to Another",,"SOC, W",0,0,Signup to reveal
FREN,FREN055.06: Politics and French Intellectuals,,"W, TMV",1,0,Signup to reveal
FREN,FREN055: French Culture and Politics,,,14,6,Signup to reveal
FREN,FREN060: Gender and French Literature,,,2,1,Signup to reveal
FREN,FREN070.02: Francophone Literature,,LIT,1,0,Signup to reveal
FREN,FREN070.03: Passages and Ambiguous Adventures: Colonial and Postcolonial Questions of Migration and Immigration,,"NW, LIT",0,0,Signup to reveal
FREN,FREN070.04: Pourtours mystiques,,,0,0,Signup to reveal
FREN,FREN070.05: Mystical and Earthly Love,,"NW, LIT",0,0,Signup to reveal
FREN,FREN070: Francophone Literature,,,1,1,Signup to reveal
FREN,FREN075.01: Faces of the Criminal,,"ART, W",0,0,Signup to reveal
FREN,FREN075.02: Toward a History of French Cinema,,"ART, W",0,1,Signup to reveal
FREN,FREN075.03: Cinema and Modern Life,,"ART, W",0,0,Signup to reveal
FREN,FREN075: French Film,,"ART, W",7,5,Signup to reveal
FREN,"FREN078: Senior Major Workshop: Methods in Reading, Writing and Cultural Analysis",,"LIT, W",3,1,Signup to reveal
FREN,FREN080.03: Men Behaving Badly: The Offending Sex in Literature and Music,,"LIT, W",0,0,Signup to reveal
FREN,FREN080.04: Color Coding: The Intensive Use of Color in Medieval Media,,"ART, W",0,0,Signup to reveal
FREN,FREN080: French Literature and the Other Arts,,"ART, W",10,4,Signup to reveal
FREN,FREN081: Seminar,,,5,3,Signup to reveal
FREN,FREN087: Honors Thesis Reading and Research,,,0,0,Signup to reveal
FREN,FREN089: Honors Seminar,,,0,0,Signup to reveal
FRIT,FRIT033.01: Into and Beyond Dante's Inferno -,,"LIT, W",1,4,Signup to reveal
FRIT,FRIT033: Dante:The Divine Comedy,,,0,0,Signup to reveal
FRIT,FRIT034.01: Sex and Gender in the Italian Renaissance,,"LIT, W",0,0,Signup to reveal
FRIT,FRIT034: Renaissance Studies in Translation,,,3,1,Signup to reveal
FRIT,FRIT035.01: From Dagos to Sopranos,,"LIT, CI",0,0,Signup to reveal
FRIT,FRIT035.02: Fascisms,,"INT, W",1,1,Signup to reveal
FRIT,FRIT035: Modern Italian Culture and Society,,,0,0,Signup to reveal
FRIT,FRIT037.01: Nature: A Literary History,,,0,0,Signup to reveal
FRIT,FRIT037.02: History of Romance Languages,,,0,0,Signup to reveal
FRIT,FRIT037.03: Black Feminisms in the French Atlantic,,"INT, CI",0,0,Signup to reveal
FRIT,FRIT037.04: European Fairy Tales,,"LIT, W",0,3,Signup to reveal
FRIT,FRIT037.05: Black Queer & Trans Futures: An Experiment,,"SOC, CI",0,0,Signup to reveal
FRIT,FRIT037.06: Italian Political Theory: From Dante and Machiavelli to Biopolitics,,"W, TMV",0,0,Signup to reveal
FRIT,FRIT037.07: Do the Right Thing! Creativity and Public Engagement in Italy and the United States,,"ART, W",0,1,Signup to reveal
FRIT,FRIT037.08: Obsessive Affinities Contemporary French & American poetry,,"LIT, W",1,2,Signup to reveal
FRIT,FRIT037: Topics in Literature and Culture,,,0,0,Signup to reveal
FRIT,FRIT093: Foreign Language Teaching Methods: Theory and Practice,,SOC,0,1,Signup to reveal
GEOG,GEOG001.02: The Natural Environment,,SCI,1,4,Signup to reveal
GEOG,GEOG001: Introduction to Human Geography,,"INT, SOC, CI",126,21,Signup to reveal
GEOG,GEOG002.01: Introduction to Human Geography,,"INT, SOC, CI",7,11,Signup to reveal
GEOG,GEOG002: Global Health and Society,,"INT, SOC",18,7,Signup to reveal
GEOG,GEOG003.01: Living with Nature,,SOC,17,-17,Signup to reveal
GEOG,GEOG003: Introduction to the Natural Environment,,SLA,34,14,Signup to reveal
GEOG,GEOG004.01: Global Poverty and Care,,"INT, SOC",11,19,Signup to reveal
GEOG,GEOG004.02: Introduction to Geospatial Thinking,,SOC,6,7,Signup to reveal
GEOG,GEOG004: New England Landscapes and Environments,,,18,2,Signup to reveal
GEOG,GEOG005.01: Life in the Anthropocene,,,0,3,Signup to reveal
GEOG,GEOG005: Global Climate Change,,SCI,26,1,Signup to reveal
GEOG,GEOG006.01: Urban Geography,,SOC,5,-1,Signup to reveal
GEOG,GEOG006: Introduction to International Development,,"INT, SOC, NW",31,15,Signup to reveal
GEOG,"GEOG007.09: Shoppng:Geogr,Hist&Iden",,"SOC, CI",0,0,Signup to reveal
GEOG,"GEOG007.12: Global Ties, Intimate Lives",,INT,0,1,Signup to reveal
GEOG,GEOG007.13: New England Landscapes,,"SOC, W",0,0,Signup to reveal
GEOG,GEOG007.14: Thirsty Planet,,SCI,7,1,Signup to reveal
GEOG,GEOG007.15: Border Geographies,,"INT, SOC",0,0,Signup to reveal
GEOG,"GEOG007.16: Life, Death & ClimateChange",,TMV,0,0,Signup to reveal
GEOG,GEOG007.17: Charting Self-Driving Cars,,SOC,7,6,Signup to reveal
GEOG,GEOG007.18: Consuming Places,,,0,-1,Signup to reveal
GEOG,GEOG007.19: The Black South,,,0,-2,Signup to reveal
GEOG,GEOG007: First-Year Seminars in Geography,,,46,6,Signup to reveal
GEOG,GEOG008.01: Introduction to International Development,,"INT, SOC, NW",7,5,Signup to reveal
GEOG,GEOG008: Life in the Anthropocene,,SCI,0,3,Signup to reveal
GEOG,GEOG009.01: Geographical Information Systems (GIS),,TLA,11,8,Signup to reveal
GEOG,GEOG009: Climate Change and the Future of Agriculture,,SCI,3,3,Signup to reveal
GEOG,GEOG011: Qualitative Methods and the Research Process in Geography,,SOC,7,1,Signup to reveal
GEOG,GEOG012.01: Research Design,,SOC,2,-4,Signup to reveal
GEOG,"GEOG012: Wilderness, Culture and Environmental Conservation",,SOC,6,4,Signup to reveal
GEOG,"GEOG013: Population, Culture, and Environment",,,26,6,Signup to reveal
GEOG,GEOG014: Water Policy and Politics,,"INT, SOC",6,4,Signup to reveal
GEOG,GEOG015.01: Global Climate Change,,SCI,1,1,Signup to reveal
GEOG,GEOG015: Food and Power,,"INT, SOC, NW",11,4,Signup to reveal
GEOG,GEOG016.01: A Climate for Human Security,,"SCI, W",1,3,Signup to reveal
GEOG,GEOG016: Moral Economies of Development,,"INT, SOC",5,1,Signup to reveal
GEOG,GEOG017.01: Earth Surface Processes and Landforms,,SLA,0,0,Signup to reveal
GEOG,GEOG017: Geopolitics and Third World Development,,"INT, SOC, NW",28,7,Signup to reveal
GEOG,GEOG018.01: Climate Extremes On A Warming Planet,,SCI,3,5,Signup to reveal
GEOG,GEOG018: Urbanization and the Environment,,"INT, SOC",5,0,Signup to reveal
GEOG,GEOG019.01: Climate Change and the Future of Agriculture,,SCI,6,12,Signup to reveal
GEOG,GEOG019: Indigeneity and Development,,SOC,19,4,Signup to reveal
GEOG,GEOG020.01: The Global Food and Energy Landscape,,,0,0,Signup to reveal
GEOG,GEOG020: Economic Geography and Globalization,,SOC,13,8,Signup to reveal
GEOG,GEOG021.01: Global Health and Society,,"INT, SOC, CI",2,2,Signup to reveal
GEOG,GEOG021: Geographies of Violence,,SOC,0,0,Signup to reveal
GEOG,GEOG022.01: New England Landscapes and Environments,,,0,0,Signup to reveal
GEOG,GEOG022: Urban Geography,,SOC,35,15,Signup to reveal
GEOG,"GEOG023: Power, Territoriality, and Political Geography",,SOC,9,10,Signup to reveal
GEOG,GEOG024: American Landscapes and Cultures,,"SOC, CI",6,0,Signup to reveal
GEOG,GEOG025: Social Justice and the City,,"SOC, CI",14,8,Signup to reveal
GEOG,"GEOG026: Women, Gender and Development",,"SOC, CI",11,3,Signup to reveal
GEOG,GEOG027: Carceral Geographies: Explaining Mass Incarceration in the US,,SOC,1,0,Signup to reveal
GEOG,"GEOG028: Immigration, Race, and Ethnicity",,"SOC, CI",25,12,Signup to reveal
GEOG,GEOG029: Global Cities,,"INT, SOC, NW",3,4,Signup to reveal
GEOG,GEOG030.01: Jews and Cities: Urban Encounter and Cultural Transformations,,,0,0,Signup to reveal
GEOG,GEOG030.02: Geographies of Displacement,,SOC,1,1,Signup to reveal
GEOG,GEOG031: The Local and Global Biosphere,,"SOC, SLA",10,2,Signup to reveal
GEOG,GEOG032.01: Economic Geography and Globalization,,SOC,0,-1,Signup to reveal
GEOG,GEOG032: The Physical City,,SCI,0,0,Signup to reveal
GEOG,GEOG033.01: Geopolitics and Third World Development,,"INT, SOC, NW",1,1,Signup to reveal
GEOG,GEOG033: Earth Surface Processes and Landforms,,"SCI, SLA",1,1,Signup to reveal
GEOG,GEOG034: The Global Food and Energy Landscape,,SCI,0,1,Signup to reveal
GEOG,GEOG035.01: Geographies of Violence,,,0,0,Signup to reveal
GEOG,GEOG035: River Processes and Watershed Science,,SLA,0,0,Signup to reveal
GEOG,GEOG036.01: The Czech Republic in the New Europe,,"SOC, W",0,1,Signup to reveal
GEOG,GEOG036: Climate Extremes On A Warming Planet,,SCI,0,0,Signup to reveal
GEOG,GEOG037.01: Social and Physical Landscapes of the Czech Republic,,,0,1,Signup to reveal
GEOG,GEOG037: A Climate for Human Security,,W,1,2,Signup to reveal
GEOG,GEOG038: The Postcolonial City,,SOC,0,0,Signup to reveal
GEOG,GEOG039.01: Environmental Justice,,SOC,0,1,Signup to reveal
GEOG,GEOG039: Environmental Justice,,,0,0,Signup to reveal
GEOG,GEOG040.02: Catastrophe and Human Survival,,,0,0,Signup to reveal
GEOG,"GEOG040.03: Race, Space, and Nature",,SOC,1,1,Signup to reveal
GEOG,GEOG040.04: Energy Justice,,"INT, SOC",3,2,Signup to reveal
GEOG,GEOG040.05: Climate&Power; in US History,,"SOC, W",0,1,Signup to reveal
GEOG,GEOG040: Jews and Cities: Urban Encounter and Cultural Transformations,,"SOC, CI",0,0,Signup to reveal
GEOG,"GEOG041: Gender, Space and Islam",,,2,1,Signup to reveal
GEOG,GEOG042: Water Policy and Politics,,"INT, SOC",1,1,Signup to reveal
GEOG,GEOG043: Food and Power,,"INT, SOC, NW",1,2,Signup to reveal
GEOG,GEOG044: Environment and Politics in Southeast Asia,,"INT, SOC, NW",2,2,Signup to reveal
GEOG,GEOG045: Exploring Nature and Culture in New England,,"SOC, W",2,2,Signup to reveal
GEOG,GEOG046: Urbanization and the Environment,,,1,0,Signup to reveal
GEOG,GEOG047.01: Political Ecology,,"INT, SOC",1,1,Signup to reveal
GEOG,GEOG047: The Czech Republic in the New Europe,,"SOC, W",2,0,Signup to reveal
GEOG,GEOG048: Indigeneity and Development,,,6,1,Signup to reveal
GEOG,"GEOG049: Wilderness, Culture and Environmental Conservation",,,0,0,Signup to reveal
